"Diplomanti terciarnega izobraževanja po vrsti izobraževanja in obèini stalnega prebivališèa, Slovenija, letno"

"VRSTA IZOBRAŽEVANJA";"OBÈINE";"2009 Število diplomantov";"2010 Število diplomantov";"2011 Število diplomantov";"2012 Število diplomantov";"2013 Število diplomantov";"2014 Število diplomantov";"2015 Število diplomantov";"2016 Število diplomantov";"2017 Število diplomantov";"2018 Število diplomantov";"2019 Število diplomantov";"2020 Število diplomantov"
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Dornava";-;2;1;-;2;2;7;8;7;11;4;4
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Dravograd";1;3;4;5;14;18;16;12;18;18;20;16
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Duplek";-;1;4;5;8;8;9;20;12;16;13;11
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Gorenja vas - Poljane";1;1;2;4;4;6;8;15;15;14;17;18
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Gorišnica";-;-;-;1;1;6;5;4;11;18;3;7
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Gorje";-;1;1;2;2;3;4;4;3;3;4;5
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Gornja Radgona";-;1;2;4;9;6;15;10;15;11;15;18
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Gornji Grad";-;-;-;-;1;3;2;6;5;4;4;5
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Gornji Petrovci";-;-;1;2;3;-;2;2;7;3;3;4
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Grad";1;-;-;-;2;1;6;1;2;1;3;1
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Grosuplje";5;5;11;17;16;26;38;36;49;53;40;54
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Hajdina";-;-;1;1;3;6;3;5;12;5;3;7
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Hoèe - Slivnica";3;3;7;7;10;12;24;25;21;20;25;27
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Hodoš/Hodos";-;-;-;-;1;-;-;-;-;-;-;-
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Horjul";1;-;1;-;2;4;4;4;2;7;3;4
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Hrastnik";-;1;4;5;7;11;16;12;19;24;19;14
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Hrpelje - Kozina";-;2;3;5;2;5;10;8;12;4;4;6
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Idrija";1;4;3;5;9;22;17;32;31;29;38;20
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Ig";2;-;2;2;3;12;8;13;10;13;6;11
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Ilirska Bistrica";7;6;2;11;9;14;19;25;30;17;32;38
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Ivanèna Gorica";2;5;2;18;7;19;23;32;34;31;33;29
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Izola/Isola";2;3;8;7;4;20;18;21;25;28;34;22
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Jesenice";2;4;5;8;12;25;9;25;22;38;19;23
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Jezersko";1;1;-;2;-;-;-;-;2;-;3;-
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Juršinci";-;-;-;1;1;1;2;3;1;3;1;6
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Kamnik";7;11;12;18;16;35;44;45;51;68;47;45
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Kanal";2;2;3;3;6;6;8;13;7;11;11;11
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Kidrièevo";2;-;4;2;6;11;11;13;19;10;13;18
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Kobarid";3;-;2;3;1;3;5;8;14;18;8;15
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Kobilje";-;-;-;-;1;2;-;-;1;-;1;3
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Koèevje";5;3;7;10;10;16;16;21;17;23;29;23
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Komen";-;1;1;3;5;3;8;5;5;8;2;6
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Komenda";1;4;1;6;5;3;6;8;16;15;14;12
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Koper/Capodistria";12;15;15;28;40;67;61;62;88;90;104;75
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Kostanjevica na Krki";-;1;3;3;3;2;1;2;7;4;6;4
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Kostel";1;1;-;1;-;1;3;-;-;-;-;1
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Kozje";1;-;2;-;3;2;6;6;7;5;8;2
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Kranj";15;13;24;47;52;61;69;88;103;103;100;91
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Kranjska Gora";2;-;1;1;2;8;6;10;13;15;7;9
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Križevci";-;-;-;1;2;2;8;5;8;11;4;5
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Krško";5;4;12;10;31;32;36;52;61;53;57;47
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Kungota";-;3;1;4;2;8;5;5;9;7;8;8
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Kuzma";-;-;-;-;-;2;4;-;1;5;4;3
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Laško";-;1;4;12;10;16;20;43;24;34;20;20
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Lenart";1;1;5;11;7;13;18;17;20;17;8;18
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Lendava/Lendva";-;1;1;5;4;13;12;19;22;23;18;9
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Litija";2;9;5;10;11;17;14;22;39;32;24;18
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Ljubljana";74;92;130;179;207;304;427;568;616;686;635;556
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Ljubno";-;-;-;2;2;1;2;2;2;6;2;5
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Ljutomer";-;2;1;4;7;9;18;26;30;23;23;24
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Log - Dragomer";1;3;2;3;2;1;5;9;8;10;14;9
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Logatec";2;3;11;4;7;18;23;25;40;36;27;21
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Loška dolina";-;-;2;2;5;2;8;6;5;4;6;6
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Loški Potok";-;1;-;1;-;-;1;3;3;3;4;2
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Lovrenc na Pohorju";1;1;2;1;1;3;6;8;5;6;5;4
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Luèe";-;1;-;-;-;1;1;4;3;7;5;-
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Lukovica";-;2;1;2;3;3;12;9;10;15;15;12
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Majšperk";-;-;-;1;6;3;6;13;8;11;6;8
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Makole";-;-;-;1;1;2;1;4;4;4;4;5
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Maribor";21;37;46;83;95;119;180;213;217;183;215;197
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Markovci";-;1;1;2;3;5;12;8;5;9;10;5
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Medvode";2;6;5;6;13;14;28;31;37;48;37;33
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Mengeš";3;4;2;4;6;7;14;23;17;16;15;23
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Metlika";4;2;5;2;9;9;15;20;18;23;19;13
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Mežica";1;1;1;-;2;4;3;7;6;4;7;6
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Miklavž na Dravskem polju";-;2;1;5;4;5;10;15;12;16;17;5
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Miren - Kostanjevica";2;3;2;5;3;9;12;11;14;6;9;10
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Mirna";-;-;-;1;1;5;3;6;5;4;8;6
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Mirna Peè";-;1;4;7;2;1;6;5;9;9;9;8
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Mislinja";1;1;3;5;9;8;10;7;15;16;10;14
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Mokronog - Trebelno";1;-;-;1;-;3;5;3;4;4;7;7
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Moravèe";3;3;1;3;3;1;8;5;10;7;9;11
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Moravske Toplice";1;-;1;4;4;5;13;16;11;15;5;11
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Mozirje";-;1;2;3;5;4;5;3;12;5;8;6
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Murska Sobota";5;4;9;16;10;23;33;25;42;42;39;41
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Muta";-;1;-;1;21;8;5;4;11;9;9;7
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Naklo";3;-;3;2;2;5;12;13;15;9;11;15
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Nazarje";-;-;1;2;2;2;5;5;7;9;8;7
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Nova Gorica";6;19;21;18;47;32;42;51;54;84;63;69
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Novo mesto";24;18;22;28;40;50;66;82;98;106;99;74
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Odranci";1;-;-;1;1;-;2;4;3;4;1;3
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Oplotnica";1;-;-;2;5;7;8;9;13;8;11;8
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Ormož";-;7;2;13;1;10;11;22;15;20;20;16
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Osilnica";-;-;-;-;-;-;-;-;1;1;-;-
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Pesnica";-;2;1;2;9;4;5;11;14;12;8;14
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Piran/Pirano";2;6;6;18;7;10;14;25;33;16;23;25
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Pivka";-;2;2;-;2;5;10;4;14;12;11;6
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Podèetrtek";-;-;-;1;2;6;3;11;13;7;6;12
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Podlehnik";-;1;-;1;1;5;4;2;3;1;3;5
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Podvelka";-;-;1;2;2;3;2;2;8;1;7;3
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Poljèane";-;3;1;3;6;4;7;12;6;10;12;12
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Polzela";1;1;5;5;4;4;14;15;13;6;10;8
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Postojna";2;7;6;10;8;20;26;25;23;38;28;25
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Prebold";1;2;1;5;6;6;5;17;12;11;7;5
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Preddvor";3;2;1;2;1;8;8;10;13;10;5;10
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Prevalje";2;1;3;1;7;8;12;9;12;12;12;12
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Ptuj";-;8;5;17;24;30;31;47;45;49;49;42
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Puconci";-;2;-;1;4;8;8;3;9;13;8;8
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Raèe - Fram";-;4;-;7;9;10;8;14;12;16;11;9
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Radeèe";1;-;6;1;2;4;7;7;9;16;5;11
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Radenci";-;4;1;1;1;5;4;7;8;14;9;8
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Radlje ob Dravi";1;2;-;1;1;10;13;10;16;16;16;13
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Radovljica";2;3;4;12;13;21;30;30;43;32;44;26
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Ravne na Koroškem";2;4;6;7;8;17;28;31;23;25;24;15
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Razkrižje";-;-;-;-;-;1;2;4;2;5;1;1
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Reèica ob Savinji";-;1;1;2;1;2;5;5;6;2;6;6
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Renèe - Vogrsko";-;3;2;3;4;4;11;6;8;16;8;6
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Ribnica";3;4;5;4;7;8;19;18;27;29;25;28
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Ribnica na Pohorju";-;-;1;-;3;3;-;3;3;4;3;1
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Rogaška Slatina";2;3;6;10;8;16;19;28;20;23;21;27
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Rogašovci";1;-;1;1;1;2;1;4;7;4;2;5
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Rogatec";1;2;1;2;2;5;2;3;9;3;12;5
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Ruše";-;-;2;3;7;6;10;14;9;6;12;13
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Selnica ob Dravi";1;1;-;2;5;6;5;5;7;9;12;12
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Semiè";-;1;1;1;1;1;4;11;10;7;11;6
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Sevnica";1;2;10;6;10;22;23;33;31;38;30;32
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Sežana";2;2;5;15;8;8;19;22;20;23;29;26
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Slovenj Gradec";3;7;8;13;38;26;36;47;34;41;38;40
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Slovenska Bistrica";7;12;6;26;34;30;41;45;50;54;40;49
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Slovenske Konjice";2;1;4;11;16;19;17;30;20;37;30;29
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Sodražica";1;1;3;3;1;3;3;1;4;5;2;1
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Solèava";-;-;-;-;-;-;-;-;1;2;1;-
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Središèe ob Dravi";-;-;-;-;1;1;3;6;2;5;6;1
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Starše";1;2;2;2;3;5;6;6;4;9;8;7
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Straža";-;2;1;3;3;5;7;3;12;5;3;13
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Sveta Ana";-;-;-;1;1;2;7;1;4;8;4;1
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Sveta Trojica v Slov. goricah";-;2;1;2;2;3;2;2;4;3;-;3
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Sveti Andraž v Slov. goricah";-;-;-;1;1;1;1;-;2;1;1;1
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Sveti Jurij ob Šèavnici";-;-;-;6;-;3;4;7;4;3;7;4
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Sveti Jurij v Slov. goricah";1;-;1;-;1;2;3;1;7;4;3;5
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Sveti Tomaž";-;1;-;-;1;2;1;-;-;6;4;9
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Šalovci";-;1;-;1;1;-;4;-;2;8;2;-
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Šempeter - Vrtojba";2;3;4;3;10;6;4;20;11;18;44;15
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Šenèur";2;-;3;6;6;5;11;15;16;20;10;19
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Šentilj";1;3;-;3;9;7;15;9;15;14;8;9
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Šentjernej";4;2;4;5;3;7;10;7;16;16;17;16
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Šentjur";2;6;12;8;13;30;28;31;40;34;42;47
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Šentrupert";2;-;-;-;3;1;2;6;4;8;6;2
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Škocjan";2;2;2;-;2;1;7;11;3;3;8;9
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Škofja Loka";6;5;4;10;19;26;30;41;36;63;40;36
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Škofljica";1;-;1;6;10;4;16;20;28;26;15;25
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Šmarje pri Jelšah";5;3;4;4;11;12;13;13;19;24;26;22
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Šmarješke Toplice";-;-;-;3;6;10;4;4;2;8;5;5
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Šmartno ob Paki";2;-;2;1;2;4;12;8;9;10;5;7
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Šmartno pri Litiji";-;2;-;3;1;5;7;9;16;17;13;14
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Šoštanj";2;1;3;5;3;6;7;20;23;16;18;20
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Štore";1;1;3;3;1;3;5;1;10;10;7;7
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Tabor";1;-;-;-;1;2;2;2;3;8;5;1
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Tišina";-;2;-;-;1;5;6;3;8;9;8;3
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Tolmin";2;3;7;3;8;18;17;24;38;33;22;25
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Trbovlje";4;2;6;16;12;26;17;30;32;32;33;21
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Trebnje";3;5;5;11;10;11;21;26;34;38;30;22
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Trnovska vas";-;-;-;-;1;3;5;1;2;5;2;3
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Trzin";2;1;5;5;2;4;10;7;6;7;17;7
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Tržiè";6;5;5;9;12;12;19;23;25;20;24;15
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Turnišèe";-;-;1;3;-;2;3;4;5;11;4;5
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Velenje";7;10;15;18;20;44;46;58;71;67;58;58
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Velika Polana";-;1;-;-;1;-;4;-;1;4;6;2
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Velike Lašèe";1;2;2;4;2;5;10;6;12;11;7;10
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Veržej";-;-;-;-;1;1;3;6;2;1;3;9
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Videm";2;1;-;2;4;7;4;7;9;5;12;8
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Vipava";2;3;1;3;2;8;10;19;21;19;15;12
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Vitanje";-;1;1;2;-;6;3;6;3;1;3;5
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Vodice";-;1;2;1;6;5;7;14;10;17;15;14
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Vojnik";1;3;4;6;11;14;23;14;17;22;15;20
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Vransko";-;-;1;1;2;2;4;7;5;9;4;5
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Vrhnika";5;5;12;8;6;17;20;35;45;48;33;35
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Vuzenica";1;1;1;2;3;6;2;8;9;2;1;7
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Zagorje ob Savi";2;5;6;10;12;17;27;33;39;39;37;37
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Zavrè";-;-;-;1;2;1;2;-;2;1;2;-
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Zreèe";1;2;3;2;3;6;16;11;12;21;16;8
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Žalec";-;6;7;18;15;20;21;31;35;55;44;35
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Železniki";-;2;3;6;6;4;11;21;18;14;18;20
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Žetale";-;-;-;-;3;3;1;1;3;2;4;2
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Žiri";4;1;2;3;5;4;2;11;11;18;14;6
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Žirovnica";-;1;3;5;3;10;7;9;9;19;6;16
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Žužemberk";1;2;1;2;-;3;8;5;8;15;10;6
"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji";"Stalno bivališèe neznano ali v tujini";13;23;52;74;83;107;197;198;249;270;277;297
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Ajdovšèina";8;12;6;11;4;5;2;14;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Ankaran/Ancarano";-;-;-;-;-;-;1;5;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Apaèe";-;-;-;-;-;-;-;4;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Beltinci";4;5;-;-;1;1;1;7;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Benedikt";1;-;-;-;-;-;-;1;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Bistrica ob Sotli";-;-;-;1;-;-;1;-;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Bled";9;5;6;4;1;2;1;12;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Bloke";1;1;-;-;1;-;-;1;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Bohinj";2;-;-;1;-;1;-;4;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Borovnica";2;-;-;-;-;1;1;4;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Bovec";-;1;-;1;1;-;-;3;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Braslovèe";2;3;-;2;1;2;2;11;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Brda";2;3;-;1;-;-;-;6;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Brezovica";12;10;6;2;2;6;2;18;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Brežice";15;3;-;4;4;1;-;15;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Cankova";1;-;-;2;-;-;-;2;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Celje";46;35;-;27;11;10;12;91;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Cerklje na Gorenjskem";2;5;-;5;-;-;2;12;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Cerknica";10;3;4;2;-;-;1;13;-;-;-;-
"Magisterij znanosti (prejšnji) in specializacija (prejšnja)";"Cerkno";5;3;-;-;4;1;1;3;-;-;-;-
